"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","BIOMES_O_PLENTY_BIOME_PRIORITY","REGIONS_UNEXPLORED_BIOME","REGIONS_UNEXPLORED_BIOME_PRIORITY","NATURES_SPIRIT_BIOME","NATURES_SPIRIT_BIOME_PRIORITY","MINECRAFT_BIOME"
"300","Southern Vietnam lowland dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Indomalayan","#8DC138","#CCCD65","#C9D587","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","3","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"301","Sri Lanka dry-zone dry evergreen forests","2","Tropical & Subtropical Dry Broadleaf Forests","Indomalayan","#B5E00A","#CCCD65","#A58E4E","biomesoplenty:jacaranda_glade","3","regions_unexplored:shrubland","1","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"302","Himalayan subtropical pine forests","3","Tropical & Subtropical Coniferous Forests","Indomalayan","#11A655","#88CE66","#9FD18A","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","3","natures_spirit:fir_forest","2","minecraft:plains"
"303","Luzon tropical pine forests","3","Tropical & Subtropical Coniferous Forests","Indomalayan","#00734C","#88CE66","#50A151","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","3","natures_spirit:fir_forest","2","minecraft:plains"
"304","Northeast India-Myanmar pine forests","3","Tropical & Subtropical Coniferous Forests","Indomalayan","#50AA60","#88CE66","#7BCC44","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","3","natures_spirit:fir_forest","2","minecraft:plains"
"305","Sumatran tropical pine forests","3","Tropical & Subtropical Coniferous Forests","Indomalayan","#4BD671","#88CE66","#8BF67F","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","3","natures_spirit:fir_forest","2","minecraft:plains"
"306","Eastern Himalayan broadleaf forests","4","Temperate Broadleaf & Mixed Forests","Indomalayan","#267300","#00734C","#006C33","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:bamboo_wetlands","2","minecraft:forest"
"307","Northern Triangle temperate forests","4","Temperate Broadleaf & Mixed Forests","Indomalayan","#71C668","#00734C","#079676","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","3","natures_spirit:woody_highlands","2","minecraft:forest"
"308","Western Himalayan broadleaf forests","4","Temperate Broadleaf & Mixed Forests","Indomalayan","#57E843","#00734C","#006725","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:woody_highlands","2","minecraft:forest"
"309","Eastern Himalayan subalpine conifer forests","5","Temperate Conifer Forests","Indomalayan","#92BA71","#458970","#60A78D","biomesoplenty:snowy_coniferous_forest","2","regions_unexplored:pine_slopes","3","natures_spirit:snowy_fir_forest","1","minecraft:old_growth_pine_taiga"
"310","Western Himalayan subalpine conifer forests","5","Temperate Conifer Forests","Indomalayan","#00734C","#458970","#317873","biomesoplenty:snowy_coniferous_forest","2","regions_unexplored:pine_taiga","3","natures_spirit:snowy_fir_forest","1","minecraft:old_growth_pine_taiga"
"311","Terai-Duar savanna and grasslands","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Indomalayan","#FCD844","#FEAA01","#FF9A19","biomesoplenty:prairie","1","regions_unexplored:prairie","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"312","Rann of Kutch seasonal salt marsh","9","Flooded Grasslands & Savannas","Indomalayan","#72C5F7","#BEE7FF","#9DBEE9","biomesoplenty:marsh","1","regions_unexplored:marsh","3","natures_spirit:marsh","2","minecraft:swamp"
"313","Kinabalu montane alpine meadows","10","Montane Grasslands & Shrublands","Indomalayan","#C48832","#D6C39D","#EAD0BB","biomesoplenty:highland","2","regions_unexplored:spires","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"314","Aravalli west thorn scrub forests","13","Deserts & Xeric Shrublands","Indomalayan","#E67938","#CC6767","#B15951","biomesoplenty:dryland","1","regions_unexplored:dry_bushland","3","natures_spirit:xeric_plains","2","minecraft:savanna"
"315","Deccan thorn scrub forests","13","Deserts & Xeric Shrublands","Indomalayan","#C9A63E","#CC6767","#DB8DA7","biomesoplenty:dryland","1","regions_unexplored:dry_bushland","3","natures_spirit:xeric_plains","2","minecraft:savanna"
"316","Godavari-Krishna mangroves","13","Deserts & Xeric Shrublands","Indomalayan","#E600AA","#CC6767","#AC5255","biomesoplenty:wetland","1","regions_unexplored:dry_bushland","3","natures_spirit:marsh","2","minecraft:desert"
"317","Indus Valley desert","13","Deserts & Xeric Shrublands","Indomalayan","#FDA87F","#CC6767","#D6A28F","","","regions_unexplored:joshua_desert","1","natures_spirit:drylands","2","minecraft:desert"
"318","Thar desert","13","Deserts & Xeric Shrublands","Indomalayan","#CFA149","#CC6767","#A7545F","","","regions_unexplored:joshua_desert","1","natures_spirit:drylands","2","minecraft:desert"
"319","Indochina mangroves","14","Mangroves","Indomalayan","#E600AA","#FE01C4","#FF009A","biomesoplenty:wetland","1","regions_unexplored:old_growth_bayou","3","natures_spirit:bamboo_wetlands","2","minecraft:mangrove_swamp"
"320","Indus River Delta-Arabian Sea mangroves","14","Mangroves","Indomalayan","#E600AA","#FE01C4","#D005D4","biomesoplenty:wetland","1","regions_unexplored:tropical_river","3","natures_spirit:marsh","2","minecraft:mangrove_swamp"
"321","Myanmar Coast mangroves","14","Mangroves","Indomalayan","#E600AA","#FE01C4","#F400E6","biomesoplenty:wetland","1","regions_unexplored:bayou","3","natures_spirit:marsh","2","minecraft:mangrove_swamp"
"322","Sunda Shelf mangroves","14","Mangroves","Indomalayan","#E600AA","#FE01C4","#DF0CFF","biomesoplenty:wetland","1","regions_unexplored:old_growth_bayou","3","natures_spirit:marsh","2","minecraft:mangrove_swamp"
"323","Sundarbans mangroves","14","Mangroves","Indomalayan","#E600AA","#FE01C4","#F400E5","biomesoplenty:wetland","1","regions_unexplored:marsh","3","natures_spirit:bamboo_wetlands","2","minecraft:mangrove_swamp"
"324","Sonoran-Sinaloan subtropical dry forest","2","Tropical & Subtropical Dry Broadleaf Forests","Nearctic","#B0F21F","#CCCD65","#D6F287","biomesoplenty:dryland","3","regions_unexplored:deciduous_forest","1","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"325","Bermuda subtropical conifer forests","3","Tropical & Subtropical Coniferous Forests","Nearctic","#62A67D","#88CE66","#88C44E","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","3","natures_spirit:coniferous_covert","2","minecraft:plains"
"326","Sierra Madre Occidental pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Nearctic","#1EAB3B","#88CE66","#9EEE8B","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","3","natures_spirit:fir_forest","2","minecraft:plains"
"327","Sierra Madre Oriental pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Nearctic","#00734C","#88CE66","#93BF50","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","3","natures_spirit:fir_forest","2","minecraft:plains"
"328","Allegheny Highlands forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#C8EBB1","#00734C","#108E67","biomesoplenty:woodland","1","regions_unexplored:maple_forest","3","natures_spirit:maple_woodlands","2","minecraft:forest"
"329","Appalachian mixed mesophytic forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#54FA42","#00734C","#005F5E","biomesoplenty:maple_woods","2","regions_unexplored:magnolia_woodland","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"330","Appalachian Piedmont forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#4EAD37","#00734C","#138957","biomesoplenty:maple_woods","2","regions_unexplored:deciduous_forest","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"331","Appalachian-Blue Ridge forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#00734C","#00734C","#005A4F","biomesoplenty:maple_woods","2","regions_unexplored:maple_forest","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"332","East Central Texas forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#38A700","#00734C","#158449","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","3","natures_spirit:oak_savanna","2","minecraft:forest"
"333","Eastern Canadian Forest-Boreal transition","4","Temperate Broadleaf & Mixed Forests","Nearctic","#73FA60","#00734C","#005542","biomesoplenty:maple_woods","1","regions_unexplored:temperate_grove","3","natures_spirit:maple_woodlands","2","minecraft:forest"
"334","Eastern Great Lakes lowland forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#8CED84","#00734C","#007F2D","biomesoplenty:maple_woods","2","regions_unexplored:magnolia_woodland","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"335","Gulf of St. Lawrence lowland forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#93CF6D","#00734C","#015035","biomesoplenty:maple_woods","1","regions_unexplored:deciduous_forest","3","natures_spirit:maple_woodlands","2","minecraft:forest"
"336","Interior Plateau US Hardwood Forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#8EBD6D","#00734C","#007A76","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:aspen_forest","2","minecraft:forest"
"337","Mississippi lowland forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#88F54C","#00734C","#034B2B","biomesoplenty:bayou","3","regions_unexplored:bayou","1","natures_spirit:cypress_fields","2","minecraft:forest"
"338","New England-Acadian forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#5DA655","#00734C","#007564","biomesoplenty:maple_woods","2","regions_unexplored:temperate_grove","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"339","Northeast US Coastal forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#38A700","#00734C","#0AA04B","biomesoplenty:woodland","1","regions_unexplored:magnolia_woodland","3","natures_spirit:maple_woodlands","2","minecraft:forest"
"340","Ozark Highlands mixed forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#ACF081","#00734C","#006635","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:aspen_forest","2","minecraft:forest"
"341","Ozark Mountain forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#6FE843","#00734C","#0D9B3B","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","3","natures_spirit:aspen_forest","2","minecraft:forest"
"342","Southern Great Lakes forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#87C477","#00734C","#006127","biomesoplenty:maple_woods","2","regions_unexplored:silver_birch_forest","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"343","Upper Midwest US forest-savanna transition","4","Temperate Broadleaf & Mixed Forests","Nearctic","#69BD34","#00734C","#10968D","biomesoplenty:woodland","1","regions_unexplored:clover_plains","3","natures_spirit:golden_wilds","2","minecraft:forest"
"344","Western Great Lakes forests","4","Temperate Broadleaf & Mixed Forests","Nearctic","#73DA64","#00734C","#006128","biomesoplenty:maple_woods","2","regions_unexplored:magnolia_woodland","3","natures_spirit:maple_woodlands","1","minecraft:forest"
"345","Alberta-British Columbia foothills forests","5","Temperate Conifer Forests","Nearctic","#5DAD4C","#458970","#6AA79A","biomesoplenty:redwood_forest","1","regions_unexplored:blackwood_taiga","3","natures_spirit:fir_forest","2","minecraft:old_growth_spruce_taiga"
"346","Arizona Mountains forests","5","Temperate Conifer Forests","Nearctic","#4DE04A","#458970","#387750","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","3","natures_spirit:fir_forest","2","minecraft:old_growth_spruce_taiga"
"347","Atlantic coastal pine barrens","5","Temperate Conifer Forests","Nearctic","#035701","#458970","#6BA290","biomesoplenty:fir_clearing","2","regions_unexplored:pine_taiga","3","natures_spirit:redwood_forest","1","minecraft:old_growth_pine_taiga"
"348","Blue Mountains forests","5","Temperate Conifer Forests","Nearctic","#35A85A","#458970","#397272","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","3","natures_spirit:fir_forest","2","minecraft:old_growth_spruce_taiga"
"349","British Columbia coastal conifer forests","5","Temperate Conifer Forests","Nearctic","#00A884","#458970","#349D70","biomesoplenty:redwood_forest","3","regions_unexplored:sparse_redwoods","2","natures_spirit:redwood_forest","1","minecraft:old_growth_spruce_taiga"
"350","Central British Columbia Mountain forests","5","Temperate Conifer Forests","Nearctic","#4CD970","#458970","#396D67","biomesoplenty:redwood_forest","1","regions_unexplored:boreal_taiga","3","natures_spirit:fir_forest","2","minecraft:old_growth_spruce_taiga"
"351","Central Pacific Northwest coastal forests","5","Temperate Conifer Forests","Nearctic","#85DE74","#458970","#369863","biomesoplenty:redwood_forest","3","regions_unexplored:redwoods","2","natures_spirit:redwood_forest","1","minecraft:old_growth_spruce_taiga"
"352","Central-Southern Cascades Forests","5","Temperate Conifer Forests","Nearctic","#439952","#458970","#39695D","biomesoplenty:redwood_forest","2","regions_unexplored:pine_taiga","3","natures_spirit:redwood_forest","1","minecraft:old_growth_spruce_taiga"
"353","Colorado Rockies forests","5","Temperate Conifer Forests","Nearctic","#6C9B53","#458970","#379357","biomesoplenty:coniferous_forest","1","regions_unexplored:boreal_taiga","3","natures_spirit:fir_forest","2","minecraft:old_growth_spruce_taiga"
"354","Eastern Cascades forests","5","Temperate Conifer Forests","Nearctic","#A6E067","#458970","#386455","biomesoplenty:redwood_forest","2","regions_unexplored:pine_slopes","3","natures_spirit:redwood_forest","1","minecraft:old_growth_spruce_taiga"
